83.758244,0
78.108524,0
80.788660,0
76.939698,0
86.531718,0
77.167446,0
67.176288,0
80.099722,0
73.681944,0
92.547757,0
77.321584,0
79.069078,0
86.293310,0
92.337870,0
86.412020,0
86.416472,0
78.483575,0
71.842186,0
77.836591,0
73.338295,0
86.414510,0
83.462676,0
76.525952,0
87.538492,0
75.409740,0
73.279567,0
87.937479,0
74.204337,0
87.272960,0
78.415281,0
87.572673,0
77.906323,0
72.541274,0
68.380416,0
89.225168,0
77.140043,0
79.285385,0
81.785834,0
79.973248,0
84.025352,0
82.413818,0
76.292967,0
79.295852,0
86.521161,0
78.092294,0
71.274234,0
75.905524,0
78.362964,0
80.920041,0
75.896035,0
76.842376,0
83.446506,0
83.520188,0
70.049378,0
68.716234,0
83.821346,0
73.170763,0
88.039207,0
72.943323,0
90.517995,0
81.846583,0
79.680727,0
71.769988,0
82.596953,0
76.117338,0
80.348355,0
75.611532,0
77.536304,0
70.276265,0
75.184604,0
78.811567,0
80.527317,0
76.397424,0
72.817782,0
78.526237,0
79.164060,0
73.229277,0
87.437116,0
85.630006,0
84.073486,0
69.866042,0
88.430589,0
81.099339,0
70.723001,0
75.787179,0
74.809054,0
72.481424,0
82.639078,0
85.946626,0
86.820520,0
98.468902,0
81.619968,0
98.300911,0
78.701548,0
74.883572,0
77.603902,0
81.598409,0
82.950310,0
88.955571,0
96.661778,0
85.869266,0
78.723111,0
75.062457,0
79.210286,0
81.809820,0
102.476504,0
70.907197,0
74.364143,0
74.418524,0
103.927405,0
74.800886,0
76.542896,0
82.204607,0
76.637814,0
71.378620,0
73.341625,0
72.712605,0
81.658279,2
79.670029,0
79.635818,0
76.211199,0
75.710284,0
93.954305,0
89.685710,0
81.999093,0
74.298800,0
77.714905,0
80.382047,0
80.676105,0
80.255259,0
72.247095,0
80.478055,0
71.086615,0
68.641914,0
91.154824,0
72.493928,2
73.652342,0
81.670708,0
69.879574,0
72.139191,0
71.723523,0
74.339082,0
70.783909,0
68.159517,0
79.224539,0
93.981996,0
80.765784,0
85.529409,0
82.136838,0
81.771398,0
68.507563,0
72.018223,0
69.189385,0
75.524575,0
71.125825,0
81.758961,0
83.628535,0
77.203202,0
76.270295,0
76.332910,0
71.263346,0
73.014018,0
82.146585,0
78.982214,2
94.034638,0
72.185379,0
81.931359,0
84.552828,0
77.017336,0
79.357761,0
77.783922,0
87.761182,0
72.542431,0
66.403165,2
78.355591,0
87.381241,0
80.519573,0
79.615877,0
80.217157,0
70.387328,0
85.440650,0
70.127808,0
85.073186,0
85.950550,0
84.153220,0
79.288859,0
98.768147,0
75.513834,0
68.955230,0
90.141645,0
79.614282,0
75.657861,0
71.889441,0
82.617291,2
80.363556,0
78.706937,0
79.851863,2
82.890667,0
71.868084,0
74.578423,0
81.677184,0
78.724423,0
74.511779,0
74.682988,0
83.691301,0
76.414322,0
74.964797,0
81.603470,0
77.200093,0
76.367659,0
72.161748,0
75.495236,0
84.622122,0
66.349981,2
84.725747,0
70.470227,0
73.819298,0
80.569384,0
82.709334,0
75.853166,0
83.479930,0
70.309993,0
84.188854,0
88.122811,0
85.744603,0
70.815327,0
76.535348,0
73.365307,0
75.686743,0
76.743345,0
76.168613,0
72.353537,0
73.649689,0
74.505360,0
68.777436,2
82.667150,0
73.595415,0
76.235675,0
79.074800,0
74.398688,0
77.224372,0
87.098115,0
84.735727,0
81.073551,0
74.103762,0
88.208114,0
78.508279,0
71.944534,0
77.178269,0
70.906960,0
103.091636,2
81.697960,0
76.983993,0
88.729765,0
75.374306,0
79.120343,0
85.730033,0
76.447812,0
83.912305,0
86.447142,0
86.116167,0
76.894253,0
75.895802,0
70.475549,0
80.423360,0
81.999844,0
87.322998,0
90.981782,2
76.384582,0
71.763626,2
69.991095,0
79.560687,0
65.616988,0
79.359756,0
76.308365,0
74.477845,0
81.338967,0
72.992631,0
76.233268,0
82.792134,0
72.059814,0
77.197372,0
83.380271,0
69.944301,0
70.082203,0
77.765561,0
74.488556,0
79.165803,0
76.030535,0
87.697789,0
96.518303,0
81.259738,0
73.740019,0
77.484930,0
78.677427,0
74.662686,0
72.122985,0
72.086877,0
75.897210,0
69.378635,0
71.916372,0
85.479112,0
79.436278,0
87.957758,0
100.246252,0
